unique	Strain	read_index	-7	-6	-5	-4	-3	-2	-1	-0	1	2	3	4	5	6	7
352968	25s_2880	wt	28227	NA	113.87	92.95	78.96	106.11	82.47	79.2	NA	75.58	76.4625	74.64	71.21	72.03	81.8966666666667	95.655
352969	25s_2880	wt	28228	116.685	112.17	95.9	78.31	106.38	79.21	77.44	NA	NA	NA	74.475	72.232	70.41	79.875	94.0583333333333
352970	25s_2880	wt	28229	110.815	110.39	97.55	78.908	107.755	85.96	78.6166666666667	NA	NA	NA	NA	NA	69.9536363636364	80.27	93.12
352971	25s_2880	wt	28230	115.2975	113.49	93.6	76.54	109.146666666667	78.23	71.1433333333333	74.27	NA	74.83	75.084	75.245	72.11	81.91	94.6125
352972	25s_2880	wt	28231	112.6	109.39	79.04	82.06	107.21	79.38	74.4075	NA	NA	NA	73.67	71.11	71.226	80.6	93.17
352973	25s_2880	wt	28232	114.583333333333	115.48	95.9266666666667	78.445	110.585	78.63	70.31	73.99	71.04	76.3888888888889	70.3	74.37	74.18	81.96	94.04
352974	25s_2880	wt	28233	109.24	113.29	93.73	76.66	103.54	72.14	73.19	71.09	76.81	75.82	75.37	68.87	72.85	81	96.68
352975	25s_2880	wt	28234	NA	110.86	93.17	78.12	106.125	81.74	75.832	NA	NA	NA	71.35	72.2023076923077	73.59	81.4781818181818	94.5333333333333
352976	25s_2880	wt	28235	NA	103.13	92.67	80.7333333333333	106.546666666667	80.81	72.9	NA	NA	76.3766666666667	70.66	69.18	72.9	82	97.565
352977	25s_2880	wt	28236	114.51	109.82	87.74	77.58	107.275	75.8	75.2825	71.93	78.04	75.52	76.185	73.75	69.84	83.53	93.54
352978	25s_2880	wt	28237	115.2	108.78	91.03	75.9233333333333	107.89	78.57	73.805	73.59	NA	75.615	77.145	71.85	71.16	80.47	93.5
352979	25s_2880	wt	28238	115.39	114.27	94.52	78.4725	107.885	77.44	70.04	71.46	73.25	77.22	75.305	71.83	70.155	82.3741666666667	94.75
352980	25s_2880	wt	28239	118.38	111.59	96.075	80.37	108	78.27	74.124	79.14	NA	74.794	73.77	67.49	69.54	79.27	92.25
352981	25s_2880	wt	28241	111.62	108.63	90.12	77.09	104.24	76.39	74.8216666666667	73.96	NA	NA	75.48	72.4	69.43	80.9825	95.32
352982	25s_2880	wt	28242	112.71	108.365	94.235	77.728	111.786666666667	81.85	73.48	NA	NA	81.02	72.56	71.46	70.255	81.79375	91.0633333333333
352983	25s_2880	wt	28243	111.555	112.97	94.1566666666667	79.6422222222222	104.146666666667	79.05	73.4525	NA	NA	NA	NA	72.4375	74.41	81.92	94.04
352984	25s_2880	wt	28244	112.11	97.07	94.46	79.8	110.06	79.52	72.36	NA	NA	NA	71.45	72.265	71.55	79.725	93.6
352985	25s_2880	wt	28245	115.496666666667	110.96	91.65	78.97	104.47	77.07	69.8	72.415	78.92	75.475	75.18	71.22	71.01	79.7525	93.23
352986	25s_2880	wt	28246	NA	110.25	91.17	79.83	111.24	77.77	70.24	NA	NA	NA	74.3357142857143	73.62	70.1933333333333	80.72	94.53
352987	25s_2880	wt	28247	117.78	109.96	86.9333333333333	77.892	107.85	77.72	76.2522222222222	71.585	NA	75.475	72.71	70.16	70.3183333333333	78.22	93.5057142857143
352988	25s_2880	wt	28248	114.85	95.33	89.19	77.82	110.35	77.35	69.22	75.98	75.46	76.71	72.75	77.57	72.26	81.1	91.9
352989	25s_2880	wt	28249	111.086666666667	109.99	92.01	76.675	112.14	78.29	74.045	NA	NA	NA	NA	71.1936363636364	70.6	80.08	99.85
352990	25s_2880	wt	28250	115.1	111.04	95.28	77.38	108.37	79.43	73.275	NA	NA	72.51	73.41	73.63	69.745	82.59	94.88
352991	25s_2880	wt	28251	114.81	111.63	96.42	77.88	102.49	82.99	79.35	72.72	76.61	74.59	73.668	72.49	69.8233333333333	80.04	95.72
352992	25s_2880	wt	28252	NA	116.81	92.72	78.68	107.95	NA	75.35	NA	NA	NA	74.25	71.4453846153846	72.29	81.67	96.665
352993	25s_2880	wt	28253	109.69	107.9	90.57	76.165	104.22	79.06	74.8033333333333	NA	NA	NA	NA	72.11375	70.57	79.12	91.87
352994	25s_2880	wt	28254	103.46	96.05	91.98	78.8833333333333	93.74	82.02	68.13	NA	74.09	71.83	73.1266666666667	70.04	68.79	78.59	91.76
352995	25s_2880	wt	28255	NA	109.84	92.1	77.667	108.345	80.91	73.9266666666667	NA	NA	NA	70.54	71.3109090909091	72.2133333333333	82.01	96.29
352996	25s_2880	wt	28256	114.84	114.26	92.52	78.73	108.12	77.13	69.32	71.11	72.76	76.39	73.98	73.16	70.8066666666667	80.08	91.63
352997	25s_2880	wt	28257	110.76	110.19	91.2	78.37	104.956666666667	78.77	70.93	NA	NA	NA	NA	72.6083333333333	69.05	79.04	89.28
352998	25s_2880	wt	28258	118.1	111.62	91.18	76.0466666666667	105.78	75.79	70.87	73.3	77.82	74.8066666666667	74.5325	73.02	70.91	79.47	96.25
352999	25s_2880	wt	28259	115.345	109.6	86.944	77.23	100.88	76.23	67.23	72.59	72.31	76.87	74.005	72.66	72.24	80.955	94.45
353000	25s_2880	wt	28260	NA	112.31	79.47	76.19	103.35	80.56	73.17	74.33	76.91	75.58	75.85	71.46	71.55	81.14	95.04
353001	25s_2880	wt	28261	NA	109.14	89.99	78.52	106.49	91.61	73.54	NA	NA	NA	NA	71.516	71.665	80.79	95.2533333333333
353002	25s_2880	wt	28262	115.81	104.055	91.13	75.645	106.71	74.62	74.655	79.42	NA	NA	75.06	72.26	68.51	78.16	91.65
353003	25s_2880	wt	28263	115.24	116.825	94.37	78.1166666666667	106.55	78.95	70.87	74.3	72.72	76.6625	76.6	73.67	70.0166666666667	81.16	94.4
353004	25s_2880	wt	28264	108.45	106.9	90.42	75.3033333333333	NA	NA	72.3588888888889	NA	NA	NA	NA	72.5281818181818	70.36	78.765	95.83
353005	25s_2880	wt	28265	110.906666666667	104.93	92.81	78.805	106.53	79.02	70.43	NA	NA	NA	NA	69.83	70.7028571428571	79.66	90.8
353006	25s_2880	wt	28266	117.25	110.66	91.74	79.8133333333333	106.255	80.09	74.055	81.85	72.18	76.37	74.0855555555556	69.84	72.47	79.99	93.03
353007	25s_2880	wt	28267	NA	111.53	95.46	78.54875	99	80.15	69.65	NA	NA	NA	NA	72.1981818181818	71.97	81.44	96.16
353008	25s_2880	wt	28268	109.73	108.96	91.09	76.63	103.05	77.76	71.93	NA	NA	NA	NA	NA	70.663	81.505	91.28
353009	25s_2880	wt	28269	107.165	111.44	94.92	80.47	92.72	79.06	76.706	NA	NA	NA	NA	71.907	74.01	81.825	97.88
353010	25s_2880	wt	28270	111.34	107.68	92.23	74.59	101.21	77.5	70.985	NA	NA	NA	NA	71.71	68.76	79.59	93.4171428571429
353011	25s_2880	wt	28271	NA	117.26	86.1566666666667	77.485	108.36	76.11	76	NA	NA	76.5672727272727	74.215	70.3	71.9	79.99	93.2166666666667
353012	25s_2880	wt	28272	112.04	97.32	85.7833333333333	80.595	108.74	81.57	78.1975	74.21	71	77.29	73.78	70.665	74.83	79.12	90.87
353013	25s_2880	wt	28273	105.18	114.99	98.01	79.40375	100.75	82.89	76.85	71.97	NA	NA	74.55	73.14	69.67	81.65	93.54
353014	25s_2880	wt	28274	116.36	110.47	93.2	77.97	104.87	78.17	71.3	NA	NA	NA	71.37	73.08	70.3122222222222	79.95	81.71
353015	25s_2880	wt	28276	113.59	111.28	94.92	80.18	109.59	80.97	71.46	72.05	75.69	74.045	75.0342857142857	71.58	72.4	81.3666666666667	95.84
353016	25s_2880	wt	28277	115.14	108.11	90.13	79.97	104.48	73.31	73.3175	69.9	70.99	67.15	73.3263636363637	72.09	70.9	82.1863636363636	95.2142857142857
353017	25s_2880	wt	28278	NA	NA	NA	80.28	100.563333333333	87.81	77.5766666666667	NA	NA	NA	73.766	70.255	68.73	80.64	94.33
353018	25s_2880	wt	28279	NA	NA	NA	78.82	107.21	80.53	71.26	NA	NA	NA	72.14	72.0275	70.45	80.83	95.3933333333333
353019	25s_2880	wt	28280	111.4	107.9	90.33	77.1475	NA	NA	72.72	74.17	76.03	72.7	73.3193333333333	71.786	70.0275	80.78	92.25
353020	25s_2880	wt	28282	116.59	108.6	91.47	76.485	102.84	76.92	77.335	NA	NA	NA	74.68	72.06	69.845	79.04	91.5566666666667
353021	25s_2880	wt	28283	116.45	109.4	89.85	77.59	106.3725	76.27	75.4966666666667	71.055	76.63	77.17	76.08	69.895	69.6	80.64	95.0275
353022	25s_2880	wt	28284	115.27	112.17	92.25	78.55	106.85	80.125	75.3725	72.15	73.54	76.348	74.7925	73.33	69.7333333333333	79.215	93.2
353023	25s_2880	wt	28285	111.8	93.63	91.81	78.1866666666667	111.25	79.37	71.825	72.4	74.36	74.42	74.235	70.925	70.9733333333333	80.6	94.31
353024	25s_2880	wt	28286	NA	112.49	91.68	77.16	106.003333333333	79.46	75.505	NA	NA	75.79125	75.27	71.61	70.41	80.085	88.09
353025	25s_2880	wt	28287	110.882222222222	112.77	91.7966666666667	76.69	107.48	77.41	72.195	NA	NA	75.3942857142857	74.22	68.7	70.91	79.0633333333333	92.25
353026	25s_2880	wt	28288	NA	111.58	90.01	76.7325	106.9	75.8	71.21	NA	NA	76.005	74.1125	71.73	69.89	79.9818181818182	93.615
353027	25s_2880	wt	28289	NA	101.195	95.07	78.4333333333333	100.61	83.89	75.03	NA	NA	74.51	71.69	73.6	70.6588888888889	80.675	94.69
353028	25s_2880	wt	28290	109.17	116.745	82.89	75.89	110.65	77.84	76.22	70.8	75.53	72.87	73.76	72.33	71.3633333333333	84.2633333333333	94.9525
353029	25s_2880	wt	28291	NA	106.585	90.785	78.53	111.53	77.13	74.18	NA	NA	73.3	75.67	75.78	72.93	80.54	95.8
353030	25s_2880	wt	28292	115.64	110.19	90.49	79.01	108.31	78.51	73.18	71.865	77.67	77.28	75.085	71.8766666666667	75.58	79.06	91.9625
353031	25s_2880	wt	28293	115.93	115.09	93.77	77.32	102.865	74.06	75.0675	NA	NA	NA	72.9866666666667	72.17	70.61	80.35	91.4933333333333
353032	25s_2880	wt	28294	113.4775	111.69	93.49	78.175	109.145	74.32	74.74125	70.69	79.33	75.8433333333333	74.68	71.59	72.1	77.7975	94.21
353033	25s_2880	wt	28295	105.58	111.68	96.85	NA	104.59	76.79	73.4125	75.95	76.76	76.45	74.4833333333333	71.811	70.34	80.98	90.06
353034	25s_2880	wt	28296	116.12	109.62	90.365	76.97	110.59	74.46	72.41	79.54	NA	74.875	73.05	73.55	70.038	79.36	94.98
353035	25s_2880	wt	28297	112.065	105.28	89.35	77.52	104.2	71.64	73.54	71.42	74.33	70.15	73.305	72.56	70.9266666666667	80.58	93.1033333333333
353036	25s_2880	wt	28298	116.61	115.97	90.39	79.61	110.86	77.89	71.9833333333333	70.71	73.23	74.39	75.97	71.21	71.11	80.2107692307692	94.67
353037	25s_2880	wt	28299	121.85	118.74	89.49	76.96	NA	NA	76.14	85.34	72.18	73.68	74.6966666666667	72.7866666666667	69.075	77.48	88.45
353038	25s_2880	wt	28300	NA	NA	95.72	79.92	107.59	76.6	74.4	NA	NA	77.37	73.53	71.095	70.6475	79.1345454545455	92.0325
353039	25s_2880	wt	28301	106.66	108.045	95.44	79.0233333333333	97.92	83.1366666666667	70.56	66.68	NA	73.11	73.4166666666667	71.7566666666667	75.82	82.76	95.5
353040	25s_2880	wt	28302	111.97	112.77	96.3	82.0966666666666	101.046666666667	78.91	69.39	NA	NA	NA	70.45	72.8511111111111	69.7866666666667	79.44	89.3166666666667
353041	25s_2880	wt	28304	111.85	103.03	87.8966666666667	77.03	94.9	98.44	72.474	79.73	NA	NA	NA	NA	70.1095833333333	79.72	88.53
353042	25s_2880	wt	28305	NA	NA	NA	78	111.34	78.4	81.815	72.93	76.89	75.89	73.325	69.76	70.3866666666667	80.4066666666667	96.36
353043	25s_2880	wt	28306	115.69	109.81	90.21	77.435	109.12	79.25	74.58	76.07	73.45	75.2	74.8	71.5783333333333	72.09	79.015	93.99
353044	25s_2880	wt	28307	113.935	120.275	104	76.1153846153846	108.09	74.28	72.18	NA	NA	NA	73.0575	72.3688888888889	70.6033333333333	78.8325	93.66
353045	25s_2880	wt	28308	108.87	109.49	92.55	77.914	96.625	81.36	82.12	NA	NA	NA	70.2	71.55	71.54	80.45	94.17
353046	25s_2880	wt	28309	114.935	115.53	96.68	78.96	107.87	82.945	74.05	71.515	76.2	76.6333333333333	75.842	71.62	69.7166666666667	80.78	94.06
353047	25s_2880	wt	28310	116.605	104.29	95.26	78.87	106.09	81.29	70.67	69.1	76.18	79.13	73.57	69.98	73.66	82.82	91.2475
353048	25s_2880	wt	28311	112.01	107.05	92.28	78.705	98.96	75.31	68.95	NA	NA	NA	73.258	71.96	69.9	79.91	94.47
353049	25s_2880	wt	28312	NA	NA	NA	72.09	106.22	81.41	73.33	74.6	76.03	78.05	74.6	70.11	74.59	80.57	96.38
353050	25s_2880	wt	28313	112.63	109.71	90.75	78.21	98.9633333333333	82.53	74.855	NA	NA	NA	NA	71.4272727272727	70.782	80.2	94.27
353051	25s_2880	wt	28314	114.755	109.33	80.78	79.8577777777778	109.04	81.62	73.6266666666667	71.94	77.23	73.27	70.29	70.915	72.84	80.34	92.855
353052	25s_2880	wt	28315	116.29	113.41	81.27	78.03	NA	NA	71.7333333333333	75.29	77.59	68.2	73.545	72.37	69.5866666666667	79.25	92.138
353053	25s_2880	wt	28316	112.27	108.85	89.325	78.0633333333333	103.29	76.64	73.17	77.22	NA	76.815	73.395	71.8133333333333	71.115	78.6854545454545	92.83
353054	25s_2880	wt	28317	113.803333333333	108.11	94.225	75.45	103.71	74.95	69.055	71.78	78	76.4	73.59	71.2916666666667	75.18	81.48	95.24
353055	25s_2880	wt	28318	120.09	116.195	90.09	78.4133333333333	102.79	77.75	72.15	72.88	76.45	75.0414285714286	76.43	70.14	69.935	81.275	96.06
353056	25s_2880	wt	28319	118.97	111.6	95.185	79.22	104.78	79.16	72.47	NA	NA	NA	73.15	72.4533333333333	70.26	79.3433333333333	94.9
353057	25s_2880	wt	28320	113.11	107.865	90.3866666666667	77.95	105.55	80.605	79.1271428571429	NA	NA	NA	NA	71.6842857142857	72.7	81.4766666666667	93.2816666666667
353058	25s_2880	wt	28321	115.876666666667	107.89	91.06	76.8433333333333	107.24	72.25	90.39	72.18	76.86	71.98	76.56	72.35	69.7	78.53	92.14
353059	25s_2880	wt	28322	112.435	108.06	89.9	77.655	111.12	NA	75.1766666666667	71.85	78.59	72.4	78.34	70.45	70.18	79.636	91.45
353060	25s_2880	wt	28323	NA	NA	NA	NA	118.17	85.5533333333333	76.712	NA	NA	75.86	74.175	69.97	68.5133333333333	NA	NA
353061	25s_2880	wt	28324	NA	106.7	93.9	79.6322222222222	101.0025	86.94	80.3575	NA	NA	NA	73.65625	72.88	70.71	81.78	92.642
353062	25s_2880	wt	28325	116.45	107.21	88.8	77.245	104.29	92.14	78.01	72.14	72.81	71.93	74.6681818181818	72.47	70.73	79.595	92.75
353063	25s_2880	wt	28326	NA	NA	96.66	78.275	105.283333333333	74.96	74.0266666666667	NA	NA	NA	72.55	71.684	70.002	81.64	94.75
353064	25s_2880	wt	28327	NA	NA	NA	NA	111.6	90.95	76.1066666666667	NA	NA	NA	72.27	71.9172727272727	72.55	78.8066666666667	93.8675
353065	25s_2880	wt	28328	112.343333333333	109.85	94.99	77.755	105.148333333333	82.72	78.58	NA	NA	NA	73.3275	71.114	72.97	81.788	93.04
353066	25s_2880	wt	28329	NA	NA	92.14	76.62	96.01	75.63	75.2966666666667	NA	NA	77.49	73.36	70.22	70.7183333333333	79.315	92.92
353067	25s_2880	wt	28330	111.29	107.42	91.82	77.92	101.16	77.74	68.38	NA	NA	74.24	73.54	70.9825	70.54	79.875	95.24
353068	25s_2880	wt	28331	NA	NA	94.71	79.6266666666667	108.86	81.71	78.206	NA	NA	73.6	74.634	70.6	72.91	82.15	88.69125
353069	25s_2880	wt	28332	NA	109.44	88.865	75.375	103.53	72.94	74.08	NA	NA	NA	73.3545454545455	71.93	70.59	80.66	92.17
353070	25s_2880	wt	28333	107.105	105.615	92.37	77.9333333333333	106.39	80.21	73.5466666666667	NA	NA	NA	73.19	69.42	70.75	81.3933333333333	96.66
353071	25s_2880	wt	28334	NA	109.38	80.39	77.25	105.185	76.35	81.48	NA	NA	81.06	70.03	71.2207142857143	70.87	80.43	93.13
353072	25s_2880	wt	28335	115.45	110.31	91.6	77.925	106.91	77.77	73.73	74.28	78.36	76.9633333333333	75.5566666666667	72.13	70.8	80.32	91.74
353073	25s_2880	wt	28336	115.64	113.945	93.2325	80.74	107.78	81.8	72.61	72.27	NA	76.092	79.31	68.92	70.14	79.91	93.985
353074	25s_2880	wt	28337	114.305	108.89	89.96	76.62	99.72	74.87	74.0933333333333	NA	NA	NA	NA	69.68	70.705	80.35	88.47
353075	25s_2880	wt	28338	111.59	112.28	94.04	77.82	106.54	78.19	78.215	70.59	74.57	75.33	75.845	70.19	74.2	80.01	96.02
353076	25s_2880	wt	28339	110.18	108.37	93.51	76.486	102.7125	76.03	69.8533333333333	NA	NA	NA	73.22	72.33	71.23	79.38	94.22
353077	25s_2880	wt	28340	112.056666666667	108.66	91.75	77.4133333333333	106.68	76.46	73.4	75.33	71.15	73.4	74.52	72.01	69.5	79.9	93.5033333333333
353078	25s_2880	wt	28342	109.566666666667	109.8	92.29	78.28	101.8	74.58	76.59	75.985	75.13	78.97	75.64	73.05	70.295	80.95	97.05
353079	25s_2880	wt	28343	110.48	112.12	92.2	78.0425	109.45	77.62	71.62	71.2	77.85	76.54	73.725	68.42	68.85	78.9433333333333	92.3
353080	25s_2880	wt	28344	NA	111.96	93.57	79.4883333333333	105.4	74.47	74.44	NA	NA	NA	NA	71.02	70.0233333333333	81.89	92.75
353081	25s_2880	wt	28345	109.68	116.92	106.53	79.995	105.035	72.73	73.765	70.415	76.725	76.11	74.755	71.225	71.275	76.81	89.18
353082	25s_2880	wt	28346	113.685	108.55	86.01	78.7166666666667	111.65	NA	NA	72.59	75.31	76.02	70.59	70.905	73.88	82.115	90.81
353083	25s_2880	wt	28347	108.25	108.44	88.92	75.615	101.23	74.66	69.715	NA	NA	NA	NA	71.725	69.87875	76.87	90.5525
353084	25s_2880	wt	28348	112.69	116.33	97.14	79.8966666666667	102.59	77.39	69.81	73.62	NA	76.47	75.2116666666667	71.21	70.4066666666667	80.135	90.8966666666667
353085	25s_2880	wt	28350	111.113333333333	106.29	93.33	77.858	111.25	76.28	72.06	70.12	77.73	75.15	73.495	71.43	70.67	80.31	95.1166666666667
353086	25s_2880	wt	28351	NA	NA	NA	70.87	110.813333333333	92.31	75.4425	75.29	80.33	77.77	74.39	72.4453333333333	69.87	79.4083333333333	92.1533333333334
353087	25s_2880	wt	28352	111.71	117.82	94.89	79.8625	108.56	81.05	75.9716666666667	83.36	79.91	77.3133333333333	74.52	71.3583333333333	71.34	79.48	91.66
353088	25s_2880	wt	28353	117.25	111.73	93.33	77.07	108.1	79.67	73.02	69.84	74.24	75.40625	73.714	71.5	69.99	78.275	NA
353089	25s_2880	wt	28354	108.26	109.15	90.2933333333333	79.72	104.01	77.63	75.3475	NA	NA	NA	NA	NA	68.5614285714286	78.82	91.45
353090	25s_2880	wt	28355	109.11	109.88	80.89	76.45	107.95	74.66	75.4	NA	NA	70.48	74.7766666666667	72.32	71.21	79.025	93.0966666666667
353091	25s_2880	wt	28356	116.91	111.59	92.5	76.34	103.59	82.41	74.035	69.37	74.57	71.22	73.97	73.44	70.8025	80.21	95.89
353092	25s_2880	wt	28357	118.2	110.93	91.805	78.56	109.685	78.26	72.2	72.81	78.27	76.73	73.96	70	73.57	82.9933333333333	91.08
353093	25s_2880	wt	28358	117.94	110.71	92.155	76.65	110.38	NA	NA	73.76	73.75	77.08	74.79	72.47	70.485	77.52	92.595
353094	25s_2880	wt	28359	115.72	110.22	93.45	77.155	108.03	78.72	69.9	76.5	NA	NA	73.16	71.71	70.055	79.77	95.7
353095	25s_2880	wt	28360	111.765	105.04	89.9	76.6066666666667	98.89	76.18	76.46	NA	NA	NA	NA	NA	69.4416666666667	79.82	94.09
353096	25s_2880	wt	28361	113.945	108.9	89.1	75.86	106.69	77.37	71.76	77.45	72.77	78.08	75.33625	74.52	70.61	80.79	93.5
353097	25s_2880	wt	28362	NA	110.36	94.19	78.96	97.225	81.21	72.08	76.01	76.63	79.28	71.83	67.27	72.4	79.665	96.96
353098	25s_2880	wt	28363	NA	115.66	109.18	79.04	108.26	73.47	75.13	NA	NA	74.34	73.13	71.815	71.61	82.43	95.26
353099	25s_2880	wt	28364	111.295	107.54	92.678	80.155	106.25	79.04	74.4066666666667	NA	NA	NA	72.4133333333333	72.5033333333333	71.08	83.39	92.07
353100	25s_2880	wt	28365	115.29	109.68	92.83	78.11	105.51	73.38	75.725	72.3	75.68	77.49	72.7	68.98	69.126	78.34	92.64
353101	25s_2880	wt	28366	110.845	101.04	85.645	78.79	103.542	80.13	73.675	NA	NA	NA	NA	71.03	67.57	80.6771428571429	95.43
353102	25s_2880	wt	28367	110.995	111.6	90.92	77.01	104.21	82.69	73.87	NA	NA	NA	NA	73.442	70.0783333333333	80.1233333333333	90.9633333333334
353103	25s_2880	wt	28368	114.49	105.865	88.01	76.7666666666667	108.67	76.63	74.7375	82.89	NA	NA	74.0166666666667	72.1883333333333	72.76	79.44	95.02
353104	25s_2880	wt	28369	114.63	109.51	93.595	76.94	106.36	75.47	73	NA	NA	NA	74.83	71.0588888888889	70.63	79.7466666666667	95.68
353105	25s_2880	wt	28370	115.54	113.71	91.48	76.81	NA	NA	74.69	82	71.61	76.5633333333333	75.23	71.38	71.3975	78.7725	89.7
353106	25s_2880	wt	28371	103.89	115.54	108.44	76.59	102.63	71.57	70.46	69.02	NA	NA	73.912	72.78	71.065	80.08	93.34
353107	25s_2880	wt	28372	117.93	110.73	94.19	78.01	111.01	76.44	72.36	71.97	77.12	72.99	72.54	69.02	71.295	81.2566666666667	94.175
353108	25s_2880	wt	28373	116.49	111.66	92.215	80.08	110.05	78.31	71.21	72.63	69.95	72.98	73.7333333333333	74.245	70.44	79.9666666666667	92.84
353109	25s_2880	wt	28374	114.09	110.46	92.55	77.57	105.568571428571	75.74	73.33	72.21	74.25	78.85	74.18	68.63	69.5366666666667	80.415	95.33
353110	25s_2880	wt	28375	NA	106.81	91.8	82.0375	108.54	82.66	73.935	NA	NA	76.6	70.795	72.55375	71.156	78.49	91.98
353111	25s_2880	wt	28376	114.65	111.37	89.46	77.31	105.83	76.2	72.19	75.2	75.38	70.01	75.0914285714286	67.63	67.64	78.7766666666667	93.49
353112	25s_2880	wt	28377	114.55	111.75	90.7	77.095	106.73	80.12	72.815	76.68	NA	72.12	73.53	71.71	73.92	80.15	96.19
353113	25s_2880	wt	28378	109.31	102.21	92.57	NA	104.858	88.03	80.12	89.89	NA	NA	74.18	71.6648275862069	69.97	78.2	91.47
353114	25s_2880	wt	28379	112.07	114.46	91.62	78.41	107.1	80.49	72.75	NA	NA	NA	73.4977777777778	69.01	70.2533333333333	79.8733333333333	93.265
353115	25s_2880	wt	28380	111.74	107.32	90.37	76.53	102.825	77.31	72.0583333333333	NA	NA	NA	73.9633333333333	71.67	73.62	81.855	93.95
353116	25s_2880	wt	28381	NA	112.71	88.87	77.52	107.31	76.29	73.1866666666667	NA	NA	NA	72.74	72.6733333333333	70.8066666666667	79	92.8433333333333
353117	25s_2880	wt	28382	112.23	104.72	94.475	79.6966666666667	96.85	81.16	69.95	NA	NA	NA	NA	71.7466666666667	71.84	83.185	98.41
353118	25s_2880	wt	28383	113.08	110.15	90.06	77.81	NA	NA	72.99	72.13	75.09	76.74	76.345	68.98	70.14	78.2	90.53
353119	25s_2880	wt	28385	114.07	111.85	93.82	78.72875	108.41	79.94	76.22	80.44	71.01	75.1133333333333	73.945	71.9675	72.89	81.94	96.58
353120	25s_2880	wt	28386	NA	105.51	96.275	78.58	NA	NA	NA	80.2333333333333	80.05	NA	NA	71.6075	73.72	82.1133333333333	94.1033333333333
353121	25s_2880	wt	28387	113.49	110.09	90.315	77.97	106.48	78.68	74.52	NA	NA	70.82	73.89625	70.21	73.06	80.88	93.37
353122	25s_2880	wt	28388	NA	111.4	93.15	77.86	100.175	76.64	69.26	NA	NA	71.56	73.57	71.31	71.51	81.035	94.35
353123	25s_2880	wt	28389	111.27	108.25	92.19	78.2025	105.66	77.62	72.19	NA	NA	NA	74.8933333333333	70.74	70.92	81.1075	92.346
353124	25s_2880	wt	28390	NA	108.68	94.27	79.94	107.58	78.51	74.8133333333333	72.88	76.59	77.5936363636364	76.31	79.65	76.51	80.53	94.73
353125	25s_2880	wt	28391	115.61	112.54	95.23	77.78	105.29	76.24	76.0366666666667	72.91	72.17	75.49	73.9275	71.15	71.1525	81.5875	93.6233333333333
353126	25s_2880	wt	28392	115.14	109.67	89.155	76.99	109.85	79.48	71.45	71.44	73.72	71.47	73.0114285714286	72.56	69.8733333333333	79.98	94.945
353127	25s_2880	wt	28393	110.66	106.76	91.515	76.055	101.8	96.12	71.515	NA	NA	78.6	74.3841666666667	74.16	68.41	75.48	87.72
353128	25s_2880	wt	28394	NA	NA	95.51	79.22	106.01	73.29	91.98	NA	NA	74.92	71.895	73.485	70.8566666666667	81.71	92.79
353129	25s_2880	wt	28395	116.01	109.83	91.04	76.015	107.42	76.59	69.4	70.715	77.23	76.895	74.59	70.985	68.5266666666667	78.89	93.88
353130	25s_2880	wt	28396	110.48	113.84	91.4	79.22	104.84	79.63	73.18	NA	NA	NA	71.11	72.4625	69.3433333333333	80.36	92.3766666666667
353131	25s_2880	wt	28397	116.81	110.08	93.63	78.8133333333333	107.99	79	71.985	NA	NA	NA	73.8433333333333	71.57	69.6575	79.73	93.495
353132	25s_2880	wt	28398	NA	111.01	90.28	78.3233333333333	104.685	79.49	69.06	73.81	75.64	76.4766666666667	76.01	71.95	74.1	81.09	90.44
353133	25s_2880	wt	28399	NA	105.025	94.07	77.76	102.83	76.47	75.385	NA	NA	75.1	73.345	71.33	72.05	82	99.38
353134	25s_2880	wt	28400	107.03	110.06	89.97	77.375	108.94	77.36	74.24	NA	NA	NA	NA	72.6133333333333	70.202	79.767	94.32
353135	25s_2880	wt	28401	112.7275	111.31	91.64	77.76	112.67	75.26	77.32	73.66	79.1	73.73	73.5966666666667	72.9838461538461	69.2733333333333	78.7	93.09875
353136	25s_2880	wt	28402	NA	NA	NA	NA	112.06	92.43	76.61	NA	NA	NA	NA	69.91	69.907	78.2966666666667	93.4
353137	25s_2880	wt	28403	112.325	108.65	94.3	77.7225	97.64	81.46	77.385	69.06	NA	75.9428571428571	71.5	71.265	72.6	81.822	93.74
353138	25s_2880	wt	28404	114.25	111.63	95.28	80.7	101.86	82.64	72.555	67.14	NA	71.36	73.88	70.6	71.47	80.5025	93.36
353139	25s_2880	wt	28405	113.56	107.28	91.89	76.68	110.71	79.87	74.29	75.33	NA	NA	75.1166666666667	71.17	70.1533333333333	79.2866666666667	93.455
353140	25s_2880	wt	28406	116.46	108.61	90.75	76.3325	108.88	73.81	74.8325	75.77	71.37	76.538	76.89	72.41	71.475	80.1625	93.03
353141	25s_2880	wt	28407	113.103333333333	112.95	94	78.19	109.013333333333	80.72	78.15	73.11	73.47	72.23	74.435	69.11	69.245	80.39	92.15
353142	25s_2880	wt	28408	113.846666666667	108.79	92.49	77.21	101.98	79.53	75.57	NA	73.63	76.9	74.235	79.48	69.73	81.255	91.72
353143	25s_2880	wt	28409	NA	108.67	91.3185714285714	77.3766666666667	110.5	78.19	76.8225	NA	NA	76.4114285714286	74.76	70.02	71.45	78.4266666666667	92.8233333333333
